"Record ID","Company name","Company owner","Create Date","Type","Lifecycle Stage","Lead Status","Associated Deal","Associated Deal IDs"
"30451804843","Leasi","Gjermund Moastuen","2025-02-27 09:50","Prospect","Lead","New","",""
"30438849128","Sunphade","Gjermund Moastuen","2025-02-27 09:19","Prospect","Lead","New","",""
"30451799914","HENT AS","Gjermund Moastuen","2025-02-27 07:37","Prospect","Lead","New","",""
"30438845624","ninito AS","Gjermund Moastuen","2025-02-27 07:35","Prospect","Lead","New","",""
"30416103572","Palfinger Norge","Gjermund Moastuen","2025-02-26 14:35","Prospect","Lead","New","",""
"30378716482","Espos Norge AS","Gjermund Moastuen","2025-02-26 14:20","Prospect","Lead","New","",""
"30378712741","XOPS","Gjermund Moastuen","2025-02-26 13:09","Prospect","Lead","New","",""
"30378712358","Construct Venture","Gjermund Moastuen","2025-02-26 13:00","Prospect","Lead","New","",""
"30378711939","Gripr - prosjektverktøyet for håndverkeren","Gjermund Moastuen","2025-02-26 12:51","Prospect","Lead","New","",""
"30378697057","Sportienda","Gjermund Moastuen","2025-02-26 07:34","Prospect","Lead","New","",""
"30364485160","Schibsted Partnerstudio","Carl Petterson","2025-02-25 13:43","Prospect","Sales Qualified Lead","Connected","",""
"30345726724","Glede","Gjermund Moastuen","2025-02-25 13:42","Prospect","Lead","New","",""
"30366422942","Bring Intermodal AS","Gjermund Moastuen","2025-02-25 13:34","Prospect","Lead","Attempted to Contact","",""
"30364484650","Posten Bring","Gjermund Moastuen","2025-02-25 13:33","Prospect","Lead","Connected","",""
"30345725599","Culture Exploit","Gjermund Moastuen","2025-02-25 13:19","Prospect","Lead","New","",""
"30345723421","importflow.no","Gjermund Moastuen","2025-02-25 12:40","Prospect","Lead","Attempted to Contact","",""
"30349674498","offgridenergy.no","Gjermund Moastuen","2025-02-25 09:43","Prospect","Lead","New","",""
"30349673622","vouch.careers","Gjermund Moastuen","2025-02-25 09:30","Prospect","Lead","New","",""
"30349672470","Fyr","Carl Petterson","2025-02-25 09:03","Prospect","Lead","New","",""
"30330838408","Telescope","Carl Petterson","2025-02-24 10:31","Prospect","Lead","New","",""
"30318993440","apomed.no","Gjermund Moastuen","2025-02-24 08:15","Prospect","Lead","New","",""
"30318992685","PLAATO","Gjermund Moastuen","2025-02-24 07:35","Prospect","Lead","New","",""
"30318969437","Elastic","Carl Petterson","2025-02-22 21:37","Prospect","Lead","New","",""
"30247828325","idntfy.me","Gjermund Moastuen","2025-02-20 16:14","Prospect","Lead","New","",""
"30211618638","Complit AS","Gjermund Moastuen","2025-02-20 11:19","Prospect","Lead","Attempted to Contact","",""
"30133349450","Strawberry","Carl Petterson","2025-02-19 13:05","Prospect","Lead","New","",""
"30002663692","Lånekassen","Gjermund Moastuen","2025-02-17 11:40","Prospect","Lead","Attempted to Contact","",""
"30040932941","Frivind AS","Gjermund Moastuen","2025-02-17 11:29","Prospect","Lead","Attempted to Contact","",""
"30002662972","Choppycast","Gjermund Moastuen","2025-02-17 11:27","Prospect","Lead","New","",""
"30002660948","eld365","Gjermund Moastuen","2025-02-17 10:51","Prospect","Lead","Attempted to Contact","",""
"30002655410","Byggmesterforsikring","Gjermund Moastuen","2025-02-17 08:57","Prospect","Lead","New","",""
"30038832773","OwnersRoom","Gjermund Moastuen","2025-02-17 08:36","Prospect","Opportunity","Connected","OwnersRoom - Ny avtale","34651666763"
"30026393723","Curve.no","Gjermund Moastuen","2025-02-16 13:18","Prospect","Lead","Attempted to Contact","",""
"29900315055","NVE","Carl Petterson","2025-02-13 08:00","Prospect","Disqualified ","Connected","",""
"29898641547","Vespa.ai","Carl Petterson","2025-02-13 07:48","Prospect","Lead","Attempted to Contact","",""
"29898641302","Statens vegvesen","Carl Petterson","2025-02-13 07:43","Prospect","Lead","Attempted to Contact","",""
"29900258618","Plan My Space","Gjermund Moastuen","2025-02-12 16:13","Prospect","Lead","Attempted to Contact","",""
"29886949300","Kobbr","Gjermund Moastuen","2025-02-12 16:01","Prospect","Lead","New","",""
"29886947419","cardboard.inc","Gjermund Moastuen","2025-02-12 15:49","Prospect","Lead","Attempted to Contact","",""
